20170902,1086,03,13,18,31,43,49,ANKARA / YENİMAHALLE - İZMİR / KONAK,2,148,7.956,133.557,2.541.721,55 TL,4.478,40 TL,63,10 TL,10,50 TL
20170826,1085,14,36,39,43,44,49,,2. Devir,126,7.343,139.259,3.510.003,16 TL,6.213,85 TL,80,75 TL,11,90 TL
20170819,1084,11,15,16,17,18,40,,1. Devir,129,7.364,130.253,1.651.013,43 TL,5.390,45 TL,71,50 TL,11,30 TL
20170812,1083,03,08,10,18,45,48,İZMİR / KARABURUN,1,129,7.225,134.085,3.382.166,75 TL,5.675,65 TL,76,00 TL,11,60 TL
20170805,1082,23,32,44,45,47,48,,1. Devir,105,6.829,123.226,1.643.575,12 TL,6.591,70 TL,76,60 TL,11,90 TL
20170729,1081,22,23,26,30,40,45,KOCAELİ / İZMİT,1,143,7.810,134.126,1.639.351,50 TL,4.827,05 TL,66,90 TL,10,90 TL
20170722,1080,01,13,14,19,29,30,İSTANBUL / KARTAL,1,142,7.215,137.220,3.436.423,70 TL,5.354,80 TL,79,40 TL,11,75 TL
20170715,1079,06,07,11,22,41,42,,1. Devir,128,7.755,144.483,1.631.061,02 TL,5.367,10 TL,66,40 TL,10,10 TL
20170708,1078,04,15,25,31,40,49,GAZİANTEP / ŞEHİTKAMİL - İSTANBUL / BEYLİKDÜZÜ,2,231,13.997,171.893,2.747.444,95 TL,3.715,25 TL,45,95 TL,10,60 TL
20170701,1077,03,08,13,22,40,48,,2. Devir,199,9.312,159.281,3.457.922,72 TL,3.696,95 TL,59,35 TL,9,80 TL
20170624,1076,07,10,22,23,30,45,,1. Devir,133,7.437,141.398,1.711.560,35 TL,5.418,70 TL,73,25 TL,10,80 TL
20170617,1075,05,08,25,28,45,49,İZMİR / KARŞIYAKA,1,116,7.033,126.137,1.685.650,95 TL,6.119,20 TL,75,80 TL,11,95 TL
20170610,1074,03,05,29,34,38,40,ANKARA / ÇANKAYA - İSTANBUL / BAYRAMPAŞA,2,139,8.307,170.761,3.705.168,40 TL,6.461,50 TL,81,45 TL,11,15 TL
20170603,1073,13,17,25,31,41,42,,3. Devir,225,10.899,176.478,5.278.201,07 TL,3.501,85 TL,54,80 TL,9,45 TL
20170527,1072,05,14,16,18,31,48,,2. Devir,122,7.424,141.592,3.407.068,11 TL,5.947,10 TL,73,90 TL,10,85 TL
20170520,1071,09,11,28,29,33,37,,1. Devir,90,7.139,133.841,1.684.527,75 TL,7.882,65 TL,74,70 TL,11,25 TL
20170513,1070,13,19,21,22,34,49,KOCAELİ / ÇAYIROVA,1,123,8.656,167.383,5.468.698,25 TL,6.546,55 TL,70,20 TL,10,20 TL
20170506,1069,01,05,17,35,42,47,,2. Devir,157,7.713,144.036,3.556.327,52 TL,4.998,35 TL,76,75 TL,11,55 TL
20170429,1068,03,09,12,17,22,45,,1. Devir,171,8.719,153.226,1.692.890,88 TL,4.170,15 TL,61,90 TL,9,85 TL
20170422,1067,05,18,25,28,38,41,BURSA / OSMANGAZİ - İZMİR / SELÇUK,2,187,8.871,158.843,1.879.928,10 TL,4.346,25 TL,69,05 TL,10,85 TL
20170415,1066,01,02,23,39,41,45,,1. Devir,120,6.479,131.694,1.829.980,38 TL,6.421,65 TL,89,85 TL,12,40 TL
20170408,1065,21,22,24,25,32,39,TEKİRDAĞ / ÇORLU,1,144,9.686,178.503,3.701.272,80 TL,5.745,35 TL,64,80 TL,9,80 TL
20170401,1064,03,09,25,34,38,41,,1. Devir,157,8.625,153.661,1.737.336,54 TL,4.661,80 TL,63,85 TL,10,10 TL
20170325,1063,01,08,12,19,20,23,ANKARA / ALTINDAĞ,1,136,8.326,155.143,3.660.939,25 TL,5.939,90 TL,72,90 TL,11,05 TL
20170318,1062,12,16,28,37,46,49,,1. Devir,140,7.029,129.535,1.743.083,56 TL,5.244,75 TL,79,00 TL,12,00 TL
20170311,1061,04,07,13,22,25,27,İSTANBUL / EYÜP,1,269,12.622,183.852,3.694.860,75 TL,3.007,70 TL,48,75 TL,9,30 TL
20170304,1060,01,15,26,31,33,43,,1. Devir,134,7.482,141.411,1.773.884,83 TL,5.574,80 TL,75,30 TL,11,20 TL
20170225,1059,13,20,25,28,30,48,TRABZON / ORTAHİSAR,1,164,9.076,166.930,5.632.868,75 TL,5.269,10 TL,72,15 TL,10,95 TL
